#YYYY MM DD HH MM P(mm) PET(mm)
2009 10 24 15  0 0.00000 0.05559
2009 10 24 15 15 0.00000 0.06307
2009 10 24 15 30 0.00000 0.07055
2009 10 24 15 45 0.00000 0.07803
2009 10 24 16  0 0.00000 0.07699
2009 10 24 16 15 0.00000 0.07595
2009 10 24 16 30 0.00000 0.07491
2009 10 24 16 45 0.00000 0.07387
2009 10 24 17  0 0.00000 0.07547
2009 10 24 17 15 0.00000 0.07707
2009 10 24 17 30 0.00000 0.07867
2009 10 24 17 45 0.00000 0.08026
2009 10 24 18  0 0.00000 0.07151
2009 10 24 18 15 0.00000 0.06275
2009 10 24 18 30 0.00000 0.05399
2009 10 24 18 45 0.00000 0.04523
2009 10 24 19  0 0.00000 0.04683
2009 10 24 19 15 0.00000 0.04842
2009 10 24 19 30 0.00000 0.05001
2009 10 24 19 45 0.00000 0.05161
2009 10 24 20  0 0.00000 0.05027
2009 10 24 20 15 0.00000 0.04892
2009 10 24 20 30 0.00000 0.04758
2009 10 24 20 45 0.00000 0.04624
2009 10 24 21  0 0.00000 0.04238
2009 10 24 21 15 0.00000 0.03852
2009 10 24 21 30 0.00000 0.03466
2009 10 24 21 45 0.00000 0.03080
2009 10 24 22  0 0.00000 0.02768
2009 10 24 22 15 0.00000 0.02456
2009 10 24 22 30 0.00000 0.02144
2009 10 24 22 45 0.00000 0.01832
2009 10 24 23  0 0.00000 0.01488
2009 10 24 23 15 0.00000 0.01144
2009 10 24 23 30 0.00000 0.00800
2009 10 24 23 45 0.00000 0.00456
2009 10 25  0  0 0.00000 0.00343
2009 10 25  0 15 0.00000 0.00230
2009 10 25  0 30 0.00000 0.00116
2009 10 25  0 45 0.00000 0.00003
2009 10 25  1  0 0.00000 0.00002
2009 10 25  1 15 0.00000 0.00002
2009 10 25  1 30 0.00000 0.00001
2009 10 25  1 45 0.00000 0.00000
2009 10 25  2  0 0.00000 0.00000
2009 10 25  2 15 0.00000 0.00000
2009 10 25  2 30 0.00000 0.00000
2009 10 25  2 45 0.00000 0.00000
2009 10 25  3  0 0.00000 0.00000
2009 10 25  3 15 0.00000 0.00000
2009 10 25  3 30 0.00000 0.00000
2009 10 25  3 45 0.00000 0.00000
2009 10 25  4  0 0.00000 0.00000
2009 10 25  4 15 0.00000 0.00000
2009 10 25  4 30 0.00000 0.00000
2009 10 25  4 45 0.00000 0.00000
2009 10 25  5  0 0.00000 0.00000
2009 10 25  5 15 0.00000 0.00000
2009 10 25  5 30 0.00000 0.00000
2009 10 25  5 45 0.00000 0.00000
2009 10 25  6  0 0.00000 0.00000
2009 10 25  6 15 0.00000 0.00000
2009 10 25  6 30 0.00000 0.00000
2009 10 25  6 45 0.00000 0.00000
2009 10 25  7  0 0.00000 0.00000
2009 10 25  7 15 0.00000 0.00000
2009 10 25  7 30 0.00000 0.00000
2009 10 25  7 45 0.00000 0.00000
2009 10 25  8  0 0.00000 0.00000
2009 10 25  8 15 0.00000 0.00000
2009 10 25  8 30 0.00000 0.00000
2009 10 25  8 45 0.00000 0.00000
2009 10 25  9  0 0.00000 0.00000
2009 10 25  9 15 0.00000 0.00000
2009 10 25  9 30 0.00000 0.00000
2009 10 25  9 45 0.00000 0.00000
2009 10 25 10  0 0.00000 0.00000
2009 10 25 10 15 0.00000 0.00000
2009 10 25 10 30 0.00000 0.00000
2009 10 25 10 45 0.00000 0.00000
2009 10 25 11  0 0.00000 0.00000
2009 10 25 11 15 0.00000 0.00000
2009 10 25 11 30 0.00000 0.00001
2009 10 25 11 45 0.00000 0.00001
2009 10 25 12  0 0.00000 0.00074
2009 10 25 12 15 0.00000 0.00148
2009 10 25 12 30 0.00000 0.00221
2009 10 25 12 45 0.00000 0.00294
2009 10 25 13  0 0.00000 0.00796
2009 10 25 13 15 0.00000 0.01298
2009 10 25 13 30 0.00000 0.01800
2009 10 25 13 45 0.00000 0.02301
2009 10 25 14  0 0.00000 0.03316
2009 10 25 14 15 0.00000 0.04331
2009 10 25 14 30 0.00000 0.05346
2009 10 25 14 45 0.00000 0.06361
2009 10 25 15  0 0.00000 0.07000
2009 10 25 15 15 0.00000 0.07640
2009 10 25 15 30 0.00000 0.08280
2009 10 25 15 45 0.00000 0.08920
2009 10 25 16  0 0.00000 0.08647
2009 10 25 16 15 0.00000 0.08373
2009 10 25 16 30 0.00000 0.08100
2009 10 25 16 45 0.00000 0.07827
2009 10 25 17  0 0.00000 0.07753
2009 10 25 17 15 0.00000 0.07680
2009 10 25 17 30 0.00000 0.07607
2009 10 25 17 45 0.00000 0.07533
2009 10 25 18  0 0.00000 0.08041
2009 10 25 18 15 0.00000 0.08548
2009 10 25 18 30 0.00000 0.09056
2009 10 25 18 45 0.00000 0.09563
2009 10 25 19  0 0.00000 0.09204
2009 10 25 19 15 0.00000 0.08846
2009 10 25 19 30 0.00000 0.08487
2009 10 25 19 45 0.00000 0.08128
2009 10 25 20  0 0.00000 0.09211
2009 10 25 20 15 0.00000 0.10295
2009 10 25 20 30 0.00000 0.11378
2009 10 25 20 45 0.00000 0.12461
2009 10 25 21  0 0.00000 0.10602
2009 10 25 21 15 0.00000 0.08743
2009 10 25 21 30 0.00000 0.06884
2009 10 25 21 45 0.00000 0.05025
2009 10 25 22  0 0.00000 0.04973
2009 10 25 22 15 0.00000 0.04920
2009 10 25 22 30 0.00000 0.04868
2009 10 25 22 45 0.00000 0.04816
2009 10 25 23  0 0.00000 0.03719
2009 10 25 23 15 0.00000 0.02623
2009 10 25 23 30 0.00000 0.01526
2009 10 25 23 45 0.00000 0.00430
2009 10 26  0  0 0.00000 0.00323
2009 10 26  0 15 0.00000 0.00217
2009 10 26  0 30 0.00000 0.00110
2009 10 26  0 45 0.00000 0.00004
2009 10 26  1  0 0.00000 0.00003
2009 10 26  1 15 0.00000 0.00002
2009 10 26  1 30 0.00000 0.00001
2009 10 26  1 45 0.00000 0.00000
2009 10 26  2  0 0.00000 0.00000
2009 10 26  2 15 0.00000 0.00000
2009 10 26  2 30 0.00000 0.00000
2009 10 26  2 45 0.00000 0.00000
2009 10 26  3  0 0.00000 0.00000
2009 10 26  3 15 0.00000 0.00000
2009 10 26  3 30 0.00000 0.00000
2009 10 26  3 45 0.00000 0.00000
2009 10 26  4  0 0.00000 0.00000
2009 10 26  4 15 0.00000 0.00000
2009 10 26  4 30 0.00000 0.00000
2009 10 26  4 45 0.00000 0.00000
2009 10 26  5  0 0.00000 0.00000
2009 10 26  5 15 0.00000 0.00000
2009 10 26  5 30 0.00000 0.00000
2009 10 26  5 45 0.00000 0.00000
2009 10 26  6  0 0.00000 0.00000
2009 10 26  6 15 0.00000 0.00000
2009 10 26  6 30 0.00000 0.00000
2009 10 26  6 45 0.00000 0.00000
2009 10 26  7  0 0.00000 0.00000
2009 10 26  7 15 0.00000 0.00000
2009 10 26  7 30 0.00000 0.00000
2009 10 26  7 45 0.00000 0.00000
2009 10 26  8  0 0.00000 0.00000
2009 10 26  8 15 0.00000 0.00000
2009 10 26  8 30 0.00000 0.00000
2009 10 26  8 45 0.00000 0.00000
2009 10 26  9  0 0.00000 0.00000
2009 10 26  9 15 0.00000 0.00000
2009 10 26  9 30 0.00000 0.00000
2009 10 26  9 45 0.00000 0.00000
2009 10 26 10  0 0.00000 0.00000
2009 10 26 10 15 0.00000 0.00000
2009 10 26 10 30 0.00000 0.00000
2009 10 26 10 45 0.00000 0.00000
2009 10 26 11  0 0.00000 0.00000
2009 10 26 11 15 0.00000 0.00001
2009 10 26 11 30 0.00000 0.00001
2009 10 26 11 45 0.00000 0.00001
2009 10 26 12  0 0.00000 0.00239
2009 10 26 12 15 0.00000 0.00476
2009 10 26 12 30 0.00000 0.00713
2009 10 26 12 45 0.00000 0.00951
2009 10 26 13  0 0.00000 0.01612
2009 10 26 13 15 0.00000 0.02272
2009 10 26 13 30 0.00000 0.02933
2009 10 26 13 45 0.00000 0.03594
2009 10 26 14  0 0.00000 0.04642
2009 10 26 14 15 0.00000 0.05691
2009 10 26 14 30 0.00000 0.06739
2009 10 26 14 45 0.00000 0.07787
2009 10 26 15  0 0.00000 0.07275
2009 10 26 15 15 0.00000 0.06762
2009 10 26 15 30 0.00000 0.06249
2009 10 26 15 45 0.00000 0.05736
2009 10 26 16  0 0.00000 0.05614
2009 10 26 16 15 0.00000 0.05492
2009 10 26 16 30 0.00000 0.05370
2009 10 26 16 45 0.05660 0.05248
2009 10 26 17  0 0.24528 0.05960
2009 10 26 17 15 0.09434 0.06672
2009 10 26 17 30 0.00000 0.07384
2009 10 26 17 45 0.00000 0.08096
2009 10 26 18  0 0.00000 0.09462
2009 10 26 18 15 0.00000 0.10828
2009 10 26 18 30 0.00000 0.12194
2009 10 26 18 45 0.00000 0.13560
2009 10 26 19  0 0.00000 0.12763
2009 10 26 19 15 0.00000 0.11966
2009 10 26 19 30 0.00000 0.11168
2009 10 26 19 45 0.00000 0.10371
2009 10 26 20  0 0.00000 0.09360
2009 10 26 20 15 0.00000 0.08349
2009 10 26 20 30 0.00000 0.07339
2009 10 26 20 45 0.00000 0.06328
2009 10 26 21  0 0.00000 0.06236
2009 10 26 21 15 0.00000 0.06144
2009 10 26 21 30 0.00000 0.06052
2009 10 26 21 45 0.00000 0.05960
2009 10 26 22  0 0.00000 0.05071
2009 10 26 22 15 0.15094 0.04182
2009 10 26 22 30 0.05660 0.03293
2009 10 26 22 45 0.00000 0.02404
2009 10 26 23  0 0.00000 0.01989
2009 10 26 23 15 0.00000 0.01574
2009 10 26 23 30 0.00000 0.01160
2009 10 26 23 45 0.00000 0.00745
2009 10 27  0  0 0.00000 0.00560
2009 10 27  0 15 0.00000 0.00376
2009 10 27  0 30 0.00000 0.00191
2009 10 27  0 45 0.00000 0.00007
2009 10 27  1  0 0.00000 0.00005
2009 10 27  1 15 0.00000 0.00004
2009 10 27  1 30 0.00000 0.00002
2009 10 27  1 45 0.00000 0.00000
2009 10 27  2  0 0.00000 0.00000
2009 10 27  2 15 0.00000 0.00000
2009 10 27  2 30 0.00000 0.00000
2009 10 27  2 45 0.00000 0.00000
2009 10 27  3  0 0.00000 0.00000
2009 10 27  3 15 0.00000 0.00000
2009 10 27  3 30 0.00000 0.00000
2009 10 27  3 45 0.00000 0.00000
2009 10 27  4  0 0.00000 0.00000
2009 10 27  4 15 0.00000 0.00000
2009 10 27  4 30 0.00000 0.00000
2009 10 27  4 45 0.00000 0.00000
2009 10 27  5  0 0.00000 0.00000
2009 10 27  5 15 0.00000 0.00000
2009 10 27  5 30 0.00000 0.00000
2009 10 27  5 45 0.00000 0.00000
2009 10 27  6  0 0.00000 0.00000
2009 10 27  6 15 0.00000 0.00000
2009 10 27  6 30 0.00000 0.00000
2009 10 27  6 45 0.00000 0.00000
2009 10 27  7  0 0.00000 0.00000
2009 10 27  7 15 0.00000 0.00000
2009 10 27  7 30 0.00000 0.00000
2009 10 27  7 45 0.00000 0.00000
2009 10 27  8  0 0.00000 0.00000
2009 10 27  8 15 0.00000 0.00000
2009 10 27  8 30 0.00000 0.00000
2009 10 27  8 45 0.00000 0.00000
2009 10 27  9  0 0.00000 0.00000
2009 10 27  9 15 0.00000 0.00000
2009 10 27  9 30 0.00000 0.00000
2009 10 27  9 45 0.00000 0.00000
2009 10 27 10  0 0.00000 0.00000
2009 10 27 10 15 0.00000 0.00000
2009 10 27 10 30 0.00000 0.00000
2009 10 27 10 45 0.00000 0.00000
2009 10 27 11  0 0.00000 0.00000
2009 10 27 11 15 0.62264 0.00000
2009 10 27 11 30 0.05660 0.00000
2009 10 27 11 45 0.00000 0.00000
2009 10 27 12  0 0.00000 0.00072
2009 10 27 12 15 0.00000 0.00143
2009 10 27 12 30 0.00000 0.00215
2009 10 27 12 45 0.00000 0.00287
2009 10 27 13  0 0.00000 0.00464
2009 10 27 13 15 0.00000 0.00641
2009 10 27 13 30 0.00000 0.00818
2009 10 27 13 45 0.00000 0.00995
2009 10 27 14  0 0.00000 0.01447
2009 10 27 14 15 0.00000 0.01899
2009 10 27 14 30 0.00000 0.02351
2009 10 27 14 45 0.00000 0.02804
2009 10 27 15  0 0.00000 0.03401
2009 10 27 15 15 0.00000 0.03999
2009 10 27 15 30 0.00000 0.04596
2009 10 27 15 45 0.00000 0.05193
2009 10 27 16  0 0.00000 0.04726
2009 10 27 16 15 0.05660 0.04259
2009 10 27 16 30 0.00000 0.03791
2009 10 27 16 45 0.00000 0.03324
2009 10 27 17  0 0.00000 0.03093
2009 10 27 17 15 0.00000 0.02863
2009 10 27 17 30 0.00000 0.02632
2009 10 27 17 45 0.00000 0.02402
2009 10 27 18  0 0.00000 0.03140
2009 10 27 18 15 0.00000 0.03878
2009 10 27 18 30 0.00000 0.04616
2009 10 27 18 45 0.00000 0.05354
2009 10 27 19  0 0.00000 0.05805
2009 10 27 19 15 0.00000 0.06257
2009 10 27 19 30 0.00000 0.06709
2009 10 27 19 45 0.00000 0.07160
2009 10 27 20  0 0.00000 0.06086
2009 10 27 20 15 0.00000 0.05011
2009 10 27 20 30 0.00000 0.03937
2009 10 27 20 45 0.00000 0.02863
2009 10 27 21  0 0.00000 0.02597
2009 10 27 21 15 0.00000 0.02332
2009 10 27 21 30 0.00000 0.02067
2009 10 27 21 45 0.00000 0.01802
2009 10 27 22  0 0.00000 0.01546
2009 10 27 22 15 0.00000 0.01289
2009 10 27 22 30 0.00000 0.01033
2009 10 27 22 45 0.00000 0.00777
2009 10 27 23  0 0.00000 0.00640
2009 10 27 23 15 0.00000 0.00503
2009 10 27 23 30 0.00000 0.00366
2009 10 27 23 45 0.00000 0.00229
2009 10 28  0  0 0.00000 0.00172
2009 10 28  0 15 0.00000 0.00115
2009 10 28  0 30 0.00000 0.00057
2009 10 28  0 45 0.00000 0.00000
2009 10 28  1  0 0.00000 0.00000
2009 10 28  1 15 0.00000 0.00000
2009 10 28  1 30 0.00000 0.00000
2009 10 28  1 45 0.00000 0.00000
2009 10 28  2  0 0.05660 0.00000
2009 10 28  2 15 0.05660 0.00000
2009 10 28  2 30 0.00000 0.00000
2009 10 28  2 45 0.00000 0.00000
2009 10 28  3  0 0.00000 0.00000
2009 10 28  3 15 0.00000 0.00000
2009 10 28  3 30 0.00000 0.00000
2009 10 28  3 45 0.00000 0.00000
2009 10 28  4  0 0.00000 0.00000
2009 10 28  4 15 0.00000 0.00000
2009 10 28  4 30 0.00000 0.00000
2009 10 28  4 45 0.00000 0.00000
2009 10 28  5  0 0.00000 0.00000
2009 10 28  5 15 0.00000 0.00000
2009 10 28  5 30 0.00000 0.00000
2009 10 28  5 45 0.00000 0.00000
2009 10 28  6  0 0.00000 0.00000
2009 10 28  6 15 0.00000 0.00000
2009 10 28  6 30 0.00000 0.00000
2009 10 28  6 45 0.00000 0.00000
2009 10 28  7  0 0.00000 0.00000
2009 10 28  7 15 0.00000 0.00000
2009 10 28  7 30 0.00000 0.00000
2009 10 28  7 45 0.00000 0.00000
2009 10 28  8  0 0.00000 0.00000
2009 10 28  8 15 0.00000 0.00000
2009 10 28  8 30 0.00000 0.00000
2009 10 28  8 45 0.00000 0.00000
2009 10 28  9  0 0.00000 0.00000
2009 10 28  9 15 0.00000 0.00000
2009 10 28  9 30 0.00000 0.00000
2009 10 28  9 45 0.00000 0.00000
2009 10 28 10  0 0.00000 0.00000
2009 10 28 10 15 0.00000 0.00000
2009 10 28 10 30 0.00000 0.00000
2009 10 28 10 45 0.00000 0.00000
2009 10 28 11  0 0.00000 0.00000
2009 10 28 11 15 0.00000 0.00000
2009 10 28 11 30 0.00000 0.00000
2009 10 28 11 45 0.00000 0.00000
2009 10 28 12  0 0.00000 0.00119
2009 10 28 12 15 0.00000 0.00237
2009 10 28 12 30 0.00000 0.00355
2009 10 28 12 45 0.00000 0.00474
2009 10 28 13  0 0.00000 0.00825
2009 10 28 13 15 0.00000 0.01176
2009 10 28 13 30 0.00000 0.01527
2009 10 28 13 45 0.00000 0.01878
2009 10 28 14  0 0.00000 0.02327
2009 10 28 14 15 0.05660 0.02775
2009 10 28 14 30 0.00000 0.03224
2009 10 28 14 45 0.00000 0.03672
2009 10 28 15  0 0.00000 0.03580
2009 10 28 15 15 0.00000 0.03488
2009 10 28 15 30 0.00000 0.03396
2009 10 28 15 45 0.00000 0.03303
2009 10 28 16  0 1.20755 0.04001
2009 10 28 16 15 0.09434 0.04699
2009 10 28 16 30 0.05660 0.05397
2009 10 28 16 45 0.15094 0.06095
2009 10 28 17  0 0.09434 0.05100
2009 10 28 17 15 0.05660 0.04106
2009 10 28 17 30 0.28302 0.03111
2009 10 28 17 45 0.47170 0.02116
2009 10 28 18  0 0.00000 0.01974
2009 10 28 18 15 0.00000 0.01832
2009 10 28 18 30 0.00000 0.01689
2009 10 28 18 45 0.00000 0.01547
2009 10 28 19  0 0.05660 0.01630
2009 10 28 19 15 0.09434 0.01712
2009 10 28 19 30 0.05660 0.01794
2009 10 28 19 45 0.05660 0.01877
2009 10 28 20  0 0.00000 0.01798
2009 10 28 20 15 0.00000 0.01718
2009 10 28 20 30 0.00000 0.01639
2009 10 28 20 45 0.00000 0.01560
2009 10 28 21  0 0.00000 0.01353
2009 10 28 21 15 0.00000 0.01146
2009 10 28 21 30 0.00000 0.00939
2009 10 28 21 45 0.00000 0.00732
2009 10 28 22  0 0.00000 0.00759
2009 10 28 22 15 0.00000 0.00787
2009 10 28 22 30 0.00000 0.00814
2009 10 28 22 45 0.00000 0.00841
2009 10 28 23  0 0.00000 0.00681
2009 10 28 23 15 0.00000 0.00520
2009 10 28 23 30 0.00000 0.00360
2009 10 28 23 45 0.00000 0.00200
2009 10 29  0  0 0.00000 0.00150
2009 10 29  0 15 0.00000 0.00100
2009 10 29  0 30 0.00000 0.00051
2009 10 29  0 45 0.00000 0.00001
2009 10 29  1  0 0.00000 0.00001
2009 10 29  1 15 0.00000 0.00000
2009 10 29  1 30 0.00000 0.00000
2009 10 29  1 45 0.00000 0.00000
2009 10 29  2  0 0.00000 0.00000
2009 10 29  2 15 0.00000 0.00000
2009 10 29  2 30 0.00000 0.00000
2009 10 29  2 45 0.00000 0.00000
2009 10 29  3  0 0.00000 0.00000
2009 10 29  3 15 0.00000 0.00000
2009 10 29  3 30 0.00000 0.00000
2009 10 29  3 45 0.00000 0.00000
2009 10 29  4  0 0.00000 0.00000
2009 10 29  4 15 0.00000 0.00000
2009 10 29  4 30 0.00000 0.00000
2009 10 29  4 45 0.00000 0.00000
2009 10 29  5  0 0.00000 0.00000
2009 10 29  5 15 0.00000 0.00000
2009 10 29  5 30 0.00000 0.00000
2009 10 29  5 45 0.00000 0.00000
2009 10 29  6  0 0.00000 0.00000
2009 10 29  6 15 0.00000 0.00000
2009 10 29  6 30 0.00000 0.00000
2009 10 29  6 45 0.00000 0.00000
2009 10 29  7  0 0.00000 0.00000
2009 10 29  7 15 0.00000 0.00000
2009 10 29  7 30 0.00000 0.00000
2009 10 29  7 45 0.00000 0.00000
2009 10 29  8  0 0.00000 0.00000
2009 10 29  8 15 0.00000 0.00000
2009 10 29  8 30 0.00000 0.00000
2009 10 29  8 45 0.00000 0.00000
2009 10 29  9  0 0.00000 0.00000
2009 10 29  9 15 0.00000 0.00000
2009 10 29  9 30 0.00000 0.00000
2009 10 29  9 45 0.05660 0.00000
2009 10 29 10  0 0.00000 0.00000
2009 10 29 10 15 0.00000 0.00000
2009 10 29 10 30 0.00000 0.00000
2009 10 29 10 45 0.00000 0.00000
2009 10 29 11  0 0.00000 0.00000
2009 10 29 11 15 0.00000 0.00000
2009 10 29 11 30 0.00000 0.00001
2009 10 29 11 45 0.00000 0.00001
2009 10 29 12  0 0.00000 0.00107
2009 10 29 12 15 0.00000 0.00213
2009 10 29 12 30 0.00000 0.00319
2009 10 29 12 45 0.00000 0.00425
2009 10 29 13  0 0.00000 0.01104
2009 10 29 13 15 0.00000 0.01783
2009 10 29 13 30 0.00000 0.02461
2009 10 29 13 45 0.00000 0.03140
2009 10 29 14  0 0.00000 0.03565
2009 10 29 14 15 0.00000 0.03989
2009 10 29 14 30 0.00000 0.04414
2009 10 29 14 45 0.00000 0.04838
2009 10 29 15  0 0.00000 0.06096
2009 10 29 15 15 0.00000 0.07355
2009 10 29 15 30 0.00000 0.08613
2009 10 29 15 45 0.00000 0.09871
2009 10 29 16  0 0.00000 0.10396
2009 10 29 16 15 0.00000 0.10921
2009 10 29 16 30 0.00000 0.11446
2009 10 29 16 45 0.00000 0.11972
2009 10 29 17  0 0.00000 0.11546
2009 10 29 17 15 0.00000 0.11121
2009 10 29 17 30 0.00000 0.10695
2009 10 29 17 45 0.15094 0.10270
2009 10 29 18  0 0.00000 0.08667
2009 10 29 18 15 0.00000 0.07064
2009 10 29 18 30 0.00000 0.05462
2009 10 29 18 45 0.00000 0.03859
2009 10 29 19  0 0.00000 0.04067
2009 10 29 19 15 0.00000 0.04276
2009 10 29 19 30 0.00000 0.04484
2009 10 29 19 45 0.05660 0.04692
2009 10 29 20  0 0.90566 0.03889
2009 10 29 20 15 3.45283 0.03086
2009 10 29 20 30 4.01887 0.02283
2009 10 29 20 45 1.43396 0.01479
2009 10 29 21  0 1.24528 0.01134
2009 10 29 21 15 0.24528 0.00789
2009 10 29 21 30 0.28302 0.00443
2009 10 29 21 45 0.18868 0.00098
2009 10 29 22  0 0.15094 0.00106
2009 10 29 22 15 0.24528 0.00113
2009 10 29 22 30 0.15094 0.00121
2009 10 29 22 45 0.05660 0.00129
2009 10 29 23  0 0.00000 0.00138
2009 10 29 23 15 0.00000 0.00146
2009 10 29 23 30 0.00000 0.00155
2009 10 29 23 45 0.00000 0.00164
2009 10 30  0  0 0.00000 0.00123
2009 10 30  0 15 0.00000 0.00082
2009 10 30  0 30 0.00000 0.00041
2009 10 30  0 45 0.00000 0.00000
2009 10 30  1  0 0.00000 0.00000
2009 10 30  1 15 0.00000 0.00000
2009 10 30  1 30 0.00000 0.00000
2009 10 30  1 45 0.00000 0.00000
2009 10 30  2  0 0.00000 0.00000
2009 10 30  2 15 0.00000 0.00000
2009 10 30  2 30 0.00000 0.00000
2009 10 30  2 45 0.00000 0.00000
2009 10 30  3  0 0.05660 0.00000
2009 10 30  3 15 0.00000 0.00000
2009 10 30  3 30 0.00000 0.00000
2009 10 30  3 45 0.00000 0.00000
2009 10 30  4  0 0.05660 0.00000
2009 10 30  4 15 0.00000 0.00000
2009 10 30  4 30 0.00000 0.00000
2009 10 30  4 45 0.05660 0.00000
2009 10 30  5  0 0.00000 0.00000
2009 10 30  5 15 0.00000 0.00000
2009 10 30  5 30 0.00000 0.00000
2009 10 30  5 45 0.00000 0.00000
2009 10 30  6  0 0.00000 0.00000
2009 10 30  6 15 0.00000 0.00000
2009 10 30  6 30 0.00000 0.00000
2009 10 30  6 45 0.00000 0.00000
2009 10 30  7  0 0.00000 0.00000
2009 10 30  7 15 0.00000 0.00000
2009 10 30  7 30 0.00000 0.00000
2009 10 30  7 45 0.00000 0.00000
2009 10 30  8  0 0.00000 0.00000
2009 10 30  8 15 0.00000 0.00000
2009 10 30  8 30 0.00000 0.00000
2009 10 30  8 45 0.00000 0.00000
2009 10 30  9  0 0.00000 0.00000
2009 10 30  9 15 0.00000 0.00000
2009 10 30  9 30 0.00000 0.00000
2009 10 30  9 45 0.00000 0.00000
2009 10 30 10  0 0.00000 0.00000
2009 10 30 10 15 0.00000 0.00000
2009 10 30 10 30 0.00000 0.00000
2009 10 30 10 45 0.00000 0.00000
2009 10 30 11  0 0.00000 0.00000
2009 10 30 11 15 0.00000 0.00000
2009 10 30 11 30 0.00000 0.00000
2009 10 30 11 45 0.00000 0.00000
2009 10 30 12  0 0.00000 0.00089
2009 10 30 12 15 0.00000 0.00178
2009 10 30 12 30 0.00000 0.00267
2009 10 30 12 45 0.00000 0.00356
2009 10 30 13  0 0.00000 0.01226
2009 10 30 13 15 0.00000 0.02095
2009 10 30 13 30 0.00000 0.02965
2009 10 30 13 45 0.00000 0.03835
2009 10 30 14  0 0.00000 0.04560
2009 10 30 14 15 0.00000 0.05285
2009 10 30 14 30 0.00000 0.06010
2009 10 30 14 45 0.00000 0.06735
2009 10 30 15  0 0.00000 0.07029
2009 10 30 15 15 0.00000 0.07323
2009 10 30 15 30 0.00000 0.07616
2009 10 30 15 45 0.00000 0.07910
2009 10 30 16  0 0.00000 0.07865
2009 10 30 16 15 0.00000 0.07821
2009 10 30 16 30 0.00000 0.07776
2009 10 30 16 45 0.00000 0.07732
2009 10 30 17  0 0.00000 0.08067
2009 10 30 17 15 0.00000 0.08403
2009 10 30 17 30 0.00000 0.08738
2009 10 30 17 45 0.00000 0.09073
2009 10 30 18  0 0.00000 0.09977
2009 10 30 18 15 0.00000 0.10881
2009 10 30 18 30 0.00000 0.11785
2009 10 30 18 45 0.00000 0.12688
2009 10 30 19  0 0.00000 0.12662
2009 10 30 19 15 0.00000 0.12636
2009 10 30 19 30 0.00000 0.12610
2009 10 30 19 45 0.00000 0.12585
2009 10 30 20  0 0.00000 0.12024
2009 10 30 20 15 0.00000 0.11463
2009 10 30 20 30 0.00000 0.10902
2009 10 30 20 45 0.00000 0.10341
2009 10 30 21  0 0.00000 0.09228
2009 10 30 21 15 0.00000 0.08115
2009 10 30 21 30 0.00000 0.07003
2009 10 30 21 45 0.00000 0.05890
2009 10 30 22  0 0.00000 0.05533
2009 10 30 22 15 0.00000 0.05176
2009 10 30 22 30 0.00000 0.04818
2009 10 30 22 45 0.00000 0.04461
2009 10 30 23  0 0.00000 0.03583
2009 10 30 23 15 0.00000 0.02704
2009 10 30 23 30 0.00000 0.01826
2009 10 30 23 45 0.00000 0.00947
2009 10 31  0  0 0.00000 0.00712
2009 10 31  0 15 0.00000 0.00476
2009 10 31  0 30 0.00000 0.00240
2009 10 31  0 45 0.00000 0.00005
2009 10 31  1  0 0.00000 0.00003
2009 10 31  1 15 0.00000 0.00002
2009 10 31  1 30 0.00000 0.00001
2009 10 31  1 45 0.00000 0.00000
2009 10 31  2  0 0.00000 0.00000
2009 10 31  2 15 0.00000 0.00000
2009 10 31  2 30 0.00000 0.00000
2009 10 31  2 45 0.00000 0.00000
2009 10 31  3  0 0.00000 0.00000
2009 10 31  3 15 0.00000 0.00000
2009 10 31  3 30 0.00000 0.00000
2009 10 31  3 45 0.00000 0.00000
2009 10 31  4  0 0.00000 0.00000
2009 10 31  4 15 0.00000 0.00000
2009 10 31  4 30 0.00000 0.00000
2009 10 31  4 45 0.00000 0.00000
2009 10 31  5  0 0.00000 0.00000
2009 10 31  5 15 0.00000 0.00000
2009 10 31  5 30 0.00000 0.00000
2009 10 31  5 45 0.00000 0.00000
2009 10 31  6  0 0.00000 0.00000
2009 10 31  6 15 0.00000 0.00000
2009 10 31  6 30 0.00000 0.00000
2009 10 31  6 45 0.00000 0.00000
2009 10 31  7  0 0.00000 0.00000
2009 10 31  7 15 0.00000 0.00000
2009 10 31  7 30 0.00000 0.00000
2009 10 31  7 45 0.00000 0.00000
2009 10 31  8  0 0.00000 0.00000
2009 10 31  8 15 0.00000 0.00000
2009 10 31  8 30 0.00000 0.00000
2009 10 31  8 45 0.00000 0.00000
2009 10 31  9  0 0.00000 0.00000
2009 10 31  9 15 0.00000 0.00000
2009 10 31  9 30 0.00000 0.00000
2009 10 31  9 45 0.00000 0.00000
2009 10 31 10  0 0.00000 0.00000
2009 10 31 10 15 0.00000 0.00000
2009 10 31 10 30 0.00000 0.00000
2009 10 31 10 45 0.00000 0.00000
2009 10 31 11  0 0.00000 0.00000
2009 10 31 11 15 0.00000 0.00000
2009 10 31 11 30 0.05660 0.00001
2009 10 31 11 45 0.00000 0.00001
2009 10 31 12  0 0.00000 0.00135
2009 10 31 12 15 0.00000 0.00269
2009 10 31 12 30 0.00000 0.00403
2009 10 31 12 45 0.00000 0.00538
2009 10 31 13  0 0.00000 0.00979
